Correlation Table - 50 periods
https://www.mataf.net
Sun, 02 Apr 2017 16:34:29 +0000
pair1,pair2,5min,1h,4h,1d
USDNOK,CHFHKD,-92.2,-87.5,-79.3,-27.5
USDNOK,TRYJPY,-28.1,88.5,-26.6,23.2
USDNOK,USDCAD,54,-11.5,-25.5,90.4
USDNOK,USDCHF,92.6,88.5,80.7,33.4
USDNOK,USDCNH,56.7,29.7,63.4,81.9
USDNOK,USDCZK,95.9,81.5,84.3,9.8
USDNOK,EURAUD,-85.2,-80.9,-70.4,7.2
USDNOK,USDDKK,96.3,94.3,85.3,8.4
USDNOK,USDHUF,87.2,78,79.6,24.4
USDNOK,USDINR,40.4,-25.8,-68.2,-71.8
USDNOK,USDJPY,15.9,72.4,60.4,1.6
USDNOK,EURCHF,-80.2,-84.4,-39.8,52.1
USDNOK,USDMXN,-71.5,12.7,-48.7,-75.8
USDNOK,USDNOK,100,100,100,100
USDNOK,USDPLN,92.4,84.5,11.4,-18.6
USDNOK,USDSEK,88.8,93.5,92.7,38.7
USDNOK,USDSGD,75.6,79,3.1,-43.2
USDNOK,USDTRY,50.9,-13.1,71.8,-19.3
USDNOK,USDZAR,-29.4,72.8,86.9,-38.2
USDNOK,ZARJPY,31.5,-67.8,-81.8,41.6
USDNOK,EURCZK,22.8,37.2,50.5,20.3
USDNOK,EURDKK,80.3,-83.8,10.9,1.8
USDNOK,EURHKD,-96.5,-95,-83.4,-3
USDNOK,EURJPY,-88.5,-38.8,-67,-6.1
USDNOK,USDHKD,-66.6,21.2,82.2,86.4
USDNOK,USDTHB,79.7,-56.1,-43.6,-26.3
USDNOK,USDSAR,76.7,18.9,60.8,-63.6
USDPLN,AUDCAD,-66.6,-77.4,-1.4,-35.2
USDPLN,AUDJPY,-75.2,-8.3,53.9,66.3
USDPLN,AUDNZD,-82.4,10.4,29,-28.1
USDPLN,AUDSGD,-37.4,-72.5,64.4,37.6
USDPLN,CADCHF,70.6,77.7,55,67.1
USDPLN,CADHKD,-49.5,16.4,34.3,15.5
USDPLN,CADJPY,-46.2,48.8,63.9,68
USDPLN,CADSGD,8.5,60.5,83.3,44.8
USDPLN,CHFJPY,-87.8,-25.4,-16.6,33.1
USDPLN,CHFZAR,-54.7,69.4,-27.7,5.6
USDPLN,EURCAD,-84.6,-77.8,-52.3,-65.3
USDPLN,EURGBP,-91.3,-81.4,-37.4,-34.4
USDPLN,EURHUF,-81.6,-69.9,-39.9,7
USDPLN,EURNOK,-86.3,40,-78,-64.5
USDPLN,EURNZD,-93.9,-54.7,-61.3,-52.5
USDPLN,EURPLN,5.7,30.1,45.1,75.6
USDPLN,EURSEK,-16.8,-9.5,-49.8,-2.3
USDPLN,EURSGD,-91,-75.8,-25.9,-26.9
USDPLN,EURTRY,-86.9,-79.6,-62.7,-8.2
USDPLN,EURUSD,-96.6,-80.5,-51.4,-82.6
USDPLN,EURZAR,-63.1,66.3,-28.4,-0.3
USDPLN,GBPAUD,65.3,82.8,-25.5,-13
USDPLN,GBPCAD,37,67.6,-35.7,-70.6
USDPLN,GBPCHF,78.6,80.8,42.4,27.8
USDPLN,GBPHKD,9.8,65.2,-21.4,-36.3
USDPLN,AUDCHF,51,26.9,51.7,39.7
USDPLN,GBPJPY,14.9,66.2,39.1,44.7
USDPLN,AUDHKD,-85.4,-86.3,24.9,-31.3
USDPLN,GBPNZD,17.7,82.5,-11.1,-53
USDPLN,GBPPLN,91.9,92.1,76.3,67.7
USDPLN,GBPSGD,71.2,76.5,18.2,11.6
USDPLN,GBPUSD,14.5,65.1,-21,-33.3
USDPLN,GBPZAR,-20.1,75.9,-17.1,13.4
USDPLN,HKDJPY,11.2,39.5,61.1,81.3
USDPLN,AUDUSD,-85.7,-87.5,25.6,-28.1
USDPLN,NZDCAD,50.2,-74.3,-32.2,11.7
USDPLN,NZDCHF,86.6,10.5,64.7,51.6
USDPLN,NZDHKD,-21.9,-63.8,-15,15.3
USDPLN,NZDJPY,-1.4,-23.5,64.6,55.7
USDPLN,NZDSGD,62.8,-47.9,38,36.4
USDPLN,NZDUSD,-13.6,-65,-14,16.3
USDPLN,SGDCHF,62,77.5,27.5,10.6
USDPLN,SGDHKD,-69.2,-73.1,-80.2,-75.6
USDPLN,SGDJPY,-52.9,21.1,26.5,48.4
USDPLN,CHFHKD,-91.1,-80.2,-55.9,-81.2
USDPLN,TRYJPY,-37.5,60.3,57.9,19.8
USDPLN,USDCAD,47.7,-14.6,-36.9,-16.9
USDPLN,USDCHF,91.3,81.7,53.9,77.7
USDPLN,USDCNH,55.8,-0,38.2,10.7
USDPLN,USDCZK,96.6,50.2,45,80.2
USDPLN,EURAUD,-86.4,-53.2,-51.2,-46.2
USDPLN,USDDKK,96.5,80.5,48.8,81.8
USDPLN,USDHUF,90.2,68.9,40.1,83.4
USDPLN,USDINR,47.6,-37.6,44.6,68.3
USDPLN,USDJPY,5.7,40.7,59.7,80.3
USDPLN,EURCHF,-83.4,-60.6,-4.2,-38.2
USDPLN,USDMXN,-78.2,42.3,32.2,57.4
USDPLN,USDNOK,92.4,84.5,11.4,-18.6
USDPLN,EURCZK,36.1,-6.2,1,-27.1
USDPLN,USDPLN,100,100,100,100
USDPLN,USDSEK,92.4,80.3,26.6,65
USDPLN,USDSGD,65.8,75.6,82.7,75.7
USDPLN,USDTRY,53.6,-18.9,-3.8,27.8
USDPLN,USDZAR,-25.8,72.1,-13.9,32.5
USDPLN,ZARJPY,26.1,-73.2,25.2,5.3
USDPLN,EURDKK,79.6,-57.9,-70,-77.3
USDPLN,EURHKD,-96.6,-79.8,-53.1,-84.7
USDPLN,EURJPY,-92.2,-63,-15.6,14.2
USDPLN,USDHKD,-68.6,29.9,-4.7,-49.1
USDPLN,USDTHB,82.5,-68.3,61.7,79.6
USDPLN,USDSAR,72.1,40.6,-6.6,26.3
USDSEK,AUDCAD,-77.2,-69.9,-8.7,27.3
USDSEK,AUDJPY,-73.9,33.9,58.3,38.5
USDSEK,AUDNZD,-75,36.3,77.5,30.1
USDSEK,AUDSGD,-23.5,-50.6,26.1,2.3
USDSEK,CADCHF,77.2,84.2,90,23.5
USDSEK,CADHKD,-32.5,16.3,55.5,-37.5
USDSEK,CADJPY,-36.1,79.1,73.2,2.9
USDSEK,CADSGD,27.5,64.2,41.6,-19.8
USDSEK,CHFJPY,-85.4,11.9,-75.5,-28.9
USDSEK,CHFZAR,-48.8,66.7,67.6,-28.3
USDSEK,EURCAD,-90.4,-93.2,-90.9,-26
USDSEK,EURGBP,-85,-94.8,-71.6,-13.3
USDSEK,EURHUF,-84.6,-76.9,-24.3,-5
USDSEK,EURNOK,-84.3,20.3,-35.3,-19.6
USDSEK,EURNZD,-91.1,-71.3,-77.9,-6.9
USDSEK,EURPLN,-10.8,-28.5,-72.5,6.7
USDSEK,EURSEK,12.9,0.7,60.5,62.6
USDSEK,EURSGD,-83.5,-96,-97.1,-82.1
USDSEK,EURTRY,-88.3,-86.8,-41.6,-51.8
USDSEK,EURUSD,-93.3,-97.4,-94.9,-90.1
USDSEK,EURZAR,-58.9,61.2,66.5,-32.9
USDSEK,GBPAUD,55.2,83.1,-35.5,-48.1
USDSEK,GBPCAD,22,74.8,-53.8,-28.6
USDSEK,GBPCHF,68.1,88.6,73.3,6.3
USDSEK,GBPHKD,2.3,71.6,-30.4,-60.8
USDSEK,AUDCHF,48,57.9,82.3,62.7
USDSEK,GBPJPY,0.8,89.5,30,-16.3
USDSEK,AUDHKD,-76.8,-76.9,34.2,-12.6
USDSEK,GBPNZD,9.5,92.9,20.4,0.5
USDSEK,GBPPLN,81.9,83.8,1.2,13.8
USDSEK,GBPSGD,68.1,83.7,-33.1,-41.4
USDSEK,GBPUSD,5.9,71.7,-35.1,-60.4
USDSEK,GBPZAR,-18.8,75.4,74.6,-22.4
USDSEK,HKDJPY,-0.3,68.2,60.9,43.2
USDSEK,AUDUSD,-77.7,-78,27.8,-13.8
USDSEK,NZDCAD,32.4,-85.1,-90.1,-27.2
USDSEK,NZDCHF,79,4.1,72.1,2.2
USDSEK,NZDHKD,-19.5,-74.8,-74.2,-37
USDSEK,NZDJPY,-12.6,17.1,11.6,-9.4
USDSEK,NZDSGD,68.2,-59.6,-67.3,-25.1
USDSEK,NZDUSD,-13.4,-75.8,-77.6,-36.6
USDSEK,SGDCHF,47.5,86,96.9,72
USDSEK,SGDHKD,-72.9,-79.2,3.2,-16.1
USDSEK,SGDJPY,-64.7,55.5,76.9,49.5
USDSEK,CHFHKD,-82.7,-88.2,-91.1,-91.5
USDSEK,TRYJPY,-36.3,80.6,-19.5,50.5
USDSEK,USDCAD,31,-14.5,-49.1,37
USDSEK,USDCHF,83.5,89.5,92.3,92.7
USDSEK,USDCNH,45.2,33,67,54.6
USDSEK,USDCZK,93.3,88,94.2,90.5
USDSEK,EURAUD,-88.8,-87.3,-86.7,-61.9
USDSEK,USDDKK,93.2,97.1,95.7,90.3
USDSEK,USDHUF,83.1,91,92.9,85.4
USDSEK,USDINR,64,-32.9,-67.1,3.6
USDSEK,USDJPY,-4.5,69.5,64.8,44.9
USDSEK,EURCHF,-88.2,-88.4,-38.3,-25.3
USDSEK,USDMXN,-89.5,3.4,-54.1,-12
USDSEK,USDNOK,88.8,93.5,92.7,38.7
USDSEK,EURCZK,32.8,47.5,53.5,4.3
USDSEK,USDPLN,92.4,80.3,26.6,65
USDSEK,USDSEK,100,100,100,100
USDSEK,USDSGD,70.7,81.5,7.2,18.1
USDSEK,USDTRY,44.3,-6.7,68.2,-17.9
USDSEK,USDZAR,-22.2,70.6,78.5,2.9
USDSEK,ZARJPY,20.7,-65.8,-72.2,18.8
USDSEK,EURDKK,71.1,-75.8,4.9,-61.9
USDSEK,EURHKD,-92.8,-96.9,-94.2,-88.3
USDSEK,EURJPY,-92.8,-46.3,-78.9,-35.4
USDSEK,USDHKD,-50.5,27.7,86.9,18
USDSEK,USDTHB,75.8,-43.6,-34,22.8
USDSEK,USDSAR,78.4,11.7,52,-20
USDSGD,AUDCAD,-43.1,-52.5,10.4,-67.9
USDSGD,AUDJPY,-37.9,38.6,47.2,50.8
USDSGD,AUDNZD,-47.7,34.7,21,-59
USDSGD,AUDSGD,29.2,-43.4,59.8,47
USDSGD,CADCHF,52.9,67.4,30,65.3
USDSGD,CADHKD,-30.4,-17.6,-4.4,41.2
USDSGD,CADJPY,-16.1,70.5,49.4,83.5
USDSGD,CADSGD,51.1,45.7,66.2,74.3
USDSGD,CHFJPY,-53.5,20.9,13.7,65.3
USDSGD,CHFZAR,-38.6,83.3,-36,45.9
USDSGD,EURCAD,-66.5,-68.8,-23.8,-63.9
USDSGD,EURGBP,-49.3,-74.1,-7.5,-41.2
USDSGD,EURHUF,-68,-66.2,-32.2,15.5
USDSGD,EURNOK,-55.8,7.9,-50.7,-64.7
USDSGD,EURNZD,-68.2,-44.1,-27.8,-60.9
USDSGD,EURPLN,-36.3,-16.9,50.3,75.5
USDSGD,EURSEK,-10.9,-27,-54.2,-43.5
USDSGD,EURSGD,-38.3,-72.6,2.3,31.3
USDSGD,EURTRY,-74.3,-60.7,-25.2,33.5
USDSGD,EURUSD,-73.4,-85.6,-30.1,-46.9
USDSGD,EURZAR,-47,81,-35.2,40.8
USDSGD,GBPAUD,17.1,67.5,-25.3,28.4
USDSGD,GBPCAD,-1.6,64.7,-28.2,-59.2
USDSGD,GBPCHF,31.6,73.4,15.1,36
USDSGD,GBPHKD,-39.4,45.3,-34.3,-0.8
USDSGD,AUDCHF,45.2,52.3,32.4,-2.6
USDSGD,GBPJPY,-16.4,78.8,29.8,74.4
USDSGD,AUDHKD,-54.4,-84.6,6.4,-44.4
USDSGD,GBPNZD,-21.7,77.7,-18.4,-60.4
USDSGD,GBPPLN,40.6,67.5,53,72.8
USDSGD,GBPSGD,57.2,67.6,14.5,54.3
USDSGD,GBPUSD,-36.2,45.5,-32.5,2.5
USDSGD,GBPZAR,-25,85.8,-29.6,50.7
USDSGD,HKDJPY,24.1,76.1,64.7,76.6
USDSGD,AUDUSD,-55.6,-84.7,8.7,-39.8
USDSGD,NZDCAD,24.7,-69.1,-14.8,33
USDSGD,NZDCHF,49.2,0.7,37.8,61.4
USDSGD,NZDHKD,-43.7,-79.5,-23.8,41.9
USDSGD,NZDJPY,9.1,25.9,61.9,76.3
USDSGD,NZDSGD,83,-55,42.5,66
USDSGD,NZDUSD,-41.2,-80,-20.4,42.9
USDSGD,SGDCHF,-3.1,75.8,3.7,-48.5
USDSGD,SGDHKD,-99.8,-99.5,-99.4,-99.9
USDSGD,SGDJPY,-70.2,57.4,19.3,17.2
USDSGD,CHFHKD,-63.1,-91.3,-40.3,-40.9
USDSGD,TRYJPY,-2.8,66.8,45.7,-21
USDSGD,USDCAD,30.7,18.8,1.6,-42.5
USDSGD,USDCHF,64.3,91.9,37.7,36.1
USDSGD,USDCNH,40.9,48.8,49.3,-12.3
USDSGD,USDCZK,72.3,72.5,25.8,44.7
USDSGD,EURAUD,-75,-63.5,-27.6,-10
USDSGD,USDDKK,73.5,86.5,27.4,46.4
USDSGD,USDHUF,63.7,81.1,20.1,52.5
USDSGD,USDINR,37.7,-49.2,65.2,84
USDSGD,USDJPY,22.5,76.9,62,74.6
USDSGD,EURCHF,-69.2,-56.3,22.6,-38.9
USDSGD,USDMXN,-62.8,14.2,54.7,81.3
USDSGD,USDNOK,75.6,79,3.1,-43.2
USDSGD,EURCZK,-8.9,31.9,-1.9,-23.5
USDSGD,USDPLN,65.8,75.6,82.7,75.7
USDSGD,USDSEK,70.7,81.5,7.2,18.1
USDSGD,USDSGD,100,100,100,100
USDSGD,USDTRY,26.3,25.9,9.3,59
USDSGD,USDZAR,-18.3,85.8,-24.5,59.8
USDSGD,EURDKK,60.5,-47.7,-68.5,-39
USDSGD,ZARJPY,21.1,-82.1,36.4,-26.4
USDSGD,EURHKD,-72.5,-85.5,-32.1,-50.4
USDSGD,EURJPY,-63.8,-16.9,20.3,42.4
USDSGD,USDHKD,-24.3,12.4,-27,-68.7
USDSGD,USDTHB,47.1,-21.7,81.3,83.1
USDSGD,USDSAR,69.7,14,-23.4,64.1
USDTRY,AUDCAD,-39.9,38.1,34.7,-61.5
USDTRY,AUDJPY,-28,45.6,53.5,-1.8
USDTRY,AUDNZD,-41.2,26.3,77.6,-54.2
USDTRY,AUDSGD,-20.9,9.7,31.6,-25
USDTRY,CADCHF,47.1,-28.9,53.6,10.2
USDTRY,CADHKD,-18.1,-67.8,5.5,10.4
USDTRY,CADJPY,-6,10.9,43.5,46
USDTRY,CADSGD,5.6,-44.7,5.7,33.7
USDTRY,CHFJPY,-42.1,54.9,-45.3,74.1
USDTRY,CHFZAR,-38.2,34.9,65.8,63.5
USDTRY,EURCAD,-54.7,28,-46.4,-4.3
USDTRY,EURGBP,-50.4,18.3,-14.3,5
USDTRY,EURHUF,-38.9,19.6,-10,64.2
USDTRY,EURNOK,-51.9,-40.3,2.5,-12
USDTRY,EURNZD,-55.3,35.4,-29.7,-17.1
USDTRY,EURPLN,-7.6,-28.7,-63.6,57.9
USDTRY,EURSEK,-31.9,-26.1,60,-25
USDTRY,EURSGD,-58.4,11.5,-57.3,57.5
USDTRY,EURTRY,-13.5,51.2,33.4,91.8
USDTRY,EURUSD,-54.9,0.6,-57.7,8.5
USDTRY,EURZAR,-42.8,37.5,67.8,67.9
USDTRY,GBPAUD,28.5,-20.2,-55.9,53.8
USDTRY,GBPCAD,11.4,0.6,-55.3,-14
USDTRY,GBPCHF,40.9,-16.4,22.2,1.5
USDTRY,GBPHKD,0.2,-34.9,-59.4,0.8
USDTRY,AUDCHF,41.5,7.4,64.6,-62.6
USDTRY,GBPJPY,12.2,7.6,-9,54.6
USDTRY,AUDHKD,-39.8,-11,37.4,-80.4
USDTRY,GBPNZD,2,-8.7,-10.6,-31
USDTRY,GBPPLN,48.2,-28.8,-44.4,27.9
USDTRY,GBPSGD,26,-20.8,-60.7,32.9
USDTRY,GBPUSD,2.8,-34.5,-62.4,2.5
USDTRY,GBPZAR,-20.7,25.4,63.4,55.2
USDTRY,HKDJPY,16.4,42.4,51.5,55
USDTRY,AUDUSD,-39.6,-9.4,33.2,-78.2
USDTRY,NZDCAD,20.7,15.4,-57.7,32.3
USDTRY,NZDCHF,50.2,-23,39.4,23.5
USDTRY,NZDHKD,-3,-24.8,-72.3,22.6
USDTRY,NZDJPY,20.4,45.2,2.1,48.1
USDTRY,NZDSGD,29.2,-18.5,-62.3,37.2
USDTRY,NZDUSD,1.7,-23.7,-73.5,23.1
USDTRY,SGDCHF,41.5,-1.5,68.3,-49.6
USDTRY,SGDHKD,-28.5,-28.7,-1.9,-58.4
USDTRY,SGDJPY,-12.8,42.9,62.2,25.1
USDTRY,CHFHKD,-49.4,-12.2,-65.9,-1.1
USDTRY,TRYJPY,-71.2,-23.4,-64.8,-83.6
USDTRY,USDCAD,16.6,67.3,0.8,-11.3
USDTRY,USDCHF,49.5,11,66.5,-1.3
USDTRY,USDCNH,13.2,63,67.2,-11.1
USDTRY,USDCZK,54.5,16,57.6,-9.2
USDTRY,EURAUD,-58.3,8.6,-59.1,59.6
USDTRY,USDDKK,53.2,1.2,58.9,-8.7
USDTRY,USDHUF,56.3,18,58.2,21.6
USDTRY,USDINR,50.6,-11.9,-49.5,60.8
USDTRY,USDJPY,13.6,41.9,54,54.2
USDTRY,EURCHF,-51.5,18.7,18.4,18.8
USDTRY,USDMXN,-29.3,5.3,-11.4,62.8
USDTRY,USDNOK,50.9,-13.1,71.8,-19.3
USDTRY,EURCZK,16.4,33.1,34.7,-6.6
USDTRY,USDPLN,53.6,-18.9,-3.8,27.8
USDTRY,USDSEK,44.3,-6.7,68.2,-17.9
USDTRY,USDSGD,26.3,25.9,9.3,59
USDTRY,EURDKK,35.5,30.2,28.4,10.3
USDTRY,USDTRY,100,100,100,100
USDTRY,USDZAR,-23.6,32.7,71.6,64.9
USDTRY,ZARJPY,26.1,-29.3,-67.6,-41.5
USDTRY,EURHKD,-54.9,-0.2,-56.9,6.4
USDTRY,EURJPY,-48.5,63.4,-32.1,72.8
USDTRY,USDHKD,-37.9,-24.6,60,-35.6
USDTRY,USDTHB,58.1,58.4,-16.2,66.4
USDTRY,USDSAR,34.9,-27.3,29.1,40.4
USDZAR,AUDCAD,33.2,-44.9,6.5,-70.2
USDZAR,AUDJPY,12.2,33.9,39,3.8
USDZAR,AUDNZD,15.7,29.1,65.5,-63.9
USDZAR,AUDSGD,2.9,-50.6,2.6,7
USDZAR,CADCHF,-22.5,59.4,56.3,45.8
USDZAR,CADHKD,-5.3,-24.9,25,40.6
USDZAR,CADJPY,-9,61,42.2,55.8
USDZAR,CADSGD,-19.5,31.1,-3.1,55.9
USDZAR,CHFJPY,10.4,17.3,-52.2,40.5
USDZAR,CHFZAR,93.9,99.8,98.5,94.3
USDZAR,EURCAD,35.3,-57.3,-57.5,-45.2
USDZAR,EURGBP,13.2,-69.4,-52.9,-35.9
USDZAR,EURHUF,25.7,-59.5,-29.4,21
USDZAR,EURNOK,19.5,15.9,11.4,-43.9
USDZAR,EURNZD,27.6,-34.9,-41.9,-50.5
USDZAR,EURPLN,7.8,-7,-81.2,35.1
USDZAR,EURSEK,16.5,-31,71.7,-26.1
USDZAR,EURSGD,26.8,-65.4,-76.4,29.3
USDZAR,EURTRY,19.5,-50.7,-4.6,50.3
USDZAR,EURUSD,28,-75.8,-64.9,-18.3
USDZAR,EURZAR,90.4,99.1,98.3,92.1
USDZAR,GBPAUD,4.8,67.4,-20.7,49.2
USDZAR,GBPCAD,19.7,71,-24.4,-32.6
USDZAR,GBPCHF,4.6,72.1,54,34
USDZAR,GBPHKD,30.2,46.7,-14.1,18.7
USDZAR,AUDCHF,2.4,48.2,56,-29.1
USDZAR,GBPJPY,20.7,76.2,24.7,54.8
USDZAR,AUDHKD,16.3,-81.4,25.2,-48.7
USDZAR,GBPNZD,24.4,75.3,31.6,-48.5
USDZAR,GBPPLN,-11.2,66.5,-24.2,46.3
USDZAR,GBPSGD,9.3,65,-31,48.3
USDZAR,GBPUSD,29,47.6,-18.4,20.4
USDZAR,GBPZAR,97.5,99.2,98.9,91.6
USDZAR,HKDJPY,-3.3,70.8,39.1,37.6
USDZAR,AUDUSD,17.1,-80.5,19.4,-45.8
USDZAR,NZDCAD,4.1,-58.7,-65.7,40.7
USDZAR,NZDCHF,-9.1,4,36.3,52.2
USDZAR,NZDHKD,10.7,-73.6,-67.1,45.7
USDZAR,NZDJPY,-4.3,24,-9.6,59
USDZAR,NZDSGD,-13,-53.8,-79.7,56.3
USDZAR,NZDUSD,10.8,-73.3,-70,45.9
USDZAR,SGDCHF,-1.3,78,76.5,-41
USDZAR,SGDHKD,18,-86.9,32.6,-59.9
USDZAR,SGDJPY,13.5,55.7,67.9,-2.2
USDZAR,CHFHKD,12.7,-86.8,-60.7,-11.7
USDZAR,TRYJPY,17.3,58,-41.8,-53.7
USDZAR,USDCAD,5.5,25,-17.9,-41
USDZAR,USDCHF,-13,86.6,62.5,8.6
USDZAR,USDCNH,25.6,33.5,41.9,-29.8
USDZAR,USDCZK,-27.5,62.4,66.8,19.7
USDZAR,EURAUD,33.1,-51.7,-59.3,16.5
USDZAR,USDDKK,-27.4,76.7,67,18.6
USDZAR,USDHUF,-24.3,71.2,59,27.4
USDZAR,USDINR,-27.5,-50.2,-82.3,59.5
USDZAR,USDJPY,-3.3,71,42.9,36.2
USDZAR,EURCHF,44.6,-41.8,-29.7,-27
USDZAR,USDMXN,28.4,17.8,-46.7,66
USDZAR,USDNOK,-29.4,72.8,86.9,-38.2
USDZAR,EURCZK,-6.2,24.4,47.4,20.6
USDZAR,USDPLN,-25.8,72.1,-13.9,32.5
USDZAR,USDSEK,-22.2,70.6,78.5,2.9
USDZAR,USDSGD,-18.3,85.8,-24.5,59.8
USDZAR,EURDKK,-21.6,-41.3,39.9,4.7
USDZAR,USDTRY,-23.6,32.7,71.6,64.9
USDZAR,USDZAR,100,100,100,100
USDZAR,ZARJPY,-97.7,-99.1,-98.9,-88.4
USDZAR,EURHKD,27.4,-76.2,-63.7,-20.7
USDZAR,EURJPY,25.2,-10.9,-55.8,25
USDZAR,USDHKD,0.6,-4.6,77.3,-44.6
USDZAR,USDTHB,-15.6,-33.6,-60.3,48.2
USDZAR,USDSAR,-26.5,12.8,63.8,62.7
AUDCHF,AUDCHF,100,100,100,100
AUDCHF,AUDHKD,-23.8,-20.5,74.3,62.9
AUDCHF,AUDUSD,-23.8,-19.1,70.7,62.8
AUDCHF,CHFHKD,-59.2,-65.1,-93.1,-63.6
AUDCHF,EURAUD,-69.4,-81.4,-98.3,-95.5
AUDCHF,EURCHF,-29.6,-46.6,-6.6,-31
AUDCHF,EURCZK,-4.9,56.5,41.3,2.3
AUDCHF,EURDKK,30.1,-31.2,-12.1,-58.9
AUDCHF,EURHKD,-52,-63.5,-88.6,-66.4
AUDCHF,EURJPY,-42.8,-0.5,-52.9,-47.7
AUDCHF,EURPLN,-7.4,-57.8,-40.8,-9.9
AUDCHF,EURUSD,-52.6,-62.6,-88.4,-67.2
AUDCHF,GBPPLN,33,33.2,5.6,14
AUDCHF,SGDCHF,39.1,66.2,88.3,61.7
AUDCHF,USDCHF,60.4,64.1,92.9,63.5
AUDCHF,USDHKD,-21.6,-20.5,60.1,3
AUDCHF,USDINR,32.5,-45.5,-36.1,-14.1
AUDCHF,USDTHB,45,-4.2,4.9,-6
AUDCHF,ZARJPY,3,-42.1,-46.5,38.2
AUDCHF,AUDCAD,-37.8,-14.1,31.3,39.9
AUDCHF,AUDJPY,-6.5,67.1,89.4,66.4
AUDCHF,AUDNZD,-30.8,46.7,90.5,37.3
AUDCHF,AUDSGD,14.7,20,74,58.3
AUDCHF,CADCHF,77.4,54.5,92.2,41.5
AUDCHF,CADHKD,-1.7,-1.3,58.1,0.2
AUDCHF,CADJPY,20.2,66.8,87.4,10.8
AUDCHF,CADSGD,35,32.9,62.8,-1.1
AUDCHF,CHFJPY,-46.4,31.7,-58.7,-40.2
AUDCHF,CHFZAR,-18.8,45.2,42.2,-49.5
AUDCHF,EURCAD,-61.1,-56.1,-87.4,-41.9
AUDCHF,EURGBP,-35.1,-54.8,-45.6,-25.4
AUDCHF,EURHUF,-30.2,-55.1,-34.3,-55.5
AUDCHF,EURNOK,-43.4,-19.1,-64.4,-30.4
AUDCHF,EURNZD,-56.3,-54,-85.5,-19.2
AUDCHF,EURSEK,-15.7,-27,24.2,20.3
AUDCHF,EURSGD,-43.7,-61.8,-81.7,-74.4
AUDCHF,EURTRY,-41.1,-49.5,-36.7,-81.9
AUDCHF,EURZAR,-21.6,42.6,42.5,-55.4
AUDCHF,GBPAUD,0.5,31.8,-73.1,-69.7
AUDCHF,GBPCAD,-16.3,39.9,-80.9,-41.1
AUDCHF,GBPCHF,32.1,52.6,51.6,19.3
AUDCHF,GBPHKD,-31.1,32.9,-59.4,-30.6
AUDCHF,GBPJPY,-7.9,63.7,16.7,-14.5
AUDCHF,GBPNZD,-32.3,48.4,-24.6,-8.5
AUDCHF,GBPSGD,15.1,43.9,-49.4,-26.6
AUDCHF,GBPUSD,-28.5,34.2,-62.3,-30.2
AUDCHF,GBPZAR,-4.5,49.4,47.7,-36.6
AUDCHF,HKDJPY,26.6,64.7,77.2,15.2
AUDCHF,NZDCAD,8.8,-43.3,-74,-25.8
AUDCHF,NZDCHF,63.3,21.1,90.3,15.1
AUDCHF,NZDHKD,3.7,-44.1,-51.4,-12.8
AUDCHF,NZDJPY,44.7,58.7,53.2,-3
AUDCHF,NZDSGD,52.8,-30.7,-29.7,-11.3
AUDCHF,NZDUSD,6.4,-43.2,-53.7,-12.6
AUDCHF,SGDHKD,-45.8,-54.8,-24.2,2.5
AUDCHF,SGDJPY,-20.5,61,80.2,25.8
AUDCHF,TRYJPY,-15.7,63.4,-3,84.7
AUDCHF,USDCAD,0.5,-0.2,-54.7,-0.3
AUDCHF,USDCNH,34.3,36.1,68.4,22
AUDCHF,USDCZK,51.2,69.6,85.8,67.3
AUDCHF,USDDKK,50.4,63.6,88.3,66.9
AUDCHF,USDHUF,58,53.9,82,39.4
AUDCHF,USDJPY,25.1,64.3,79.2,15.6
AUDCHF,USDMXN,-36,-40.8,-19.2,-21
AUDCHF,USDNOK,52.4,50.1,65.4,10.3
AUDCHF,USDPLN,51,26.9,51.7,39.7
AUDCHF,USDSEK,48,57.9,82.3,62.7
AUDCHF,USDSGD,45.2,52.3,32.4,-2.6
AUDCHF,USDTRY,41.5,7.4,64.6,-62.6
AUDCHF,USDZAR,2.4,48.2,56,-29.1
AUDCHF,USDSAR,36.8,-16,20.8,-15.8
AUDHKD,AUDCHF,-23.8,-20.5,74.3,62.9
AUDHKD,AUDHKD,100,100,100,100
AUDHKD,AUDUSD,100,99.8,99.7,99.8
AUDHKD,CHFHKD,92.4,87.7,-44.8,20
AUDHKD,EURAUD,57.8,44.7,-69.8,-60.8
AUDHKD,EURCHF,63.3,53.1,13.8,-22.1
AUDHKD,EURCZK,-49.1,-16.6,16.6,7.7
AUDHKD,EURDKK,-81.5,53.3,4,-2.8
AUDHKD,EURHKD,89.5,81.5,-38.8,8.6
AUDHKD,EURJPY,78.6,34.6,-13.3,-51
AUDHKD,EURPLN,19.8,-6.8,-15.3,-44
AUDHKD,EURUSD,88.7,81.5,-38.6,8.3
AUDHKD,GBPPLN,-87.3,-78.2,-17.9,-11.2
AUDHKD,SGDCHF,-72.6,-81.3,45.6,17.9
AUDHKD,USDCHF,-91.8,-88.1,44.4,-19.8
AUDHKD,USDHKD,86.8,-9.4,24.3,5.1
AUDHKD,USDINR,-19.7,38.8,-18.7,-41.4
AUDHKD,USDTHB,-77.5,45.2,10,-56.7
AUDHKD,ZARJPY,-20.6,80,-20.5,26.6
